Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,TotalCorners,TotalYellowCards,TotalGoals,BothTeamsScored,2ndHalfHomeGoals,2ndHalfAwayGoals,2ndHalfTotalGoals,HomeForm,AwayForm,HomeH2HResults,AwayH2HResults,HomeH2HGD,AwayH2HGD
SP1,2024-09-16,Vallecano,Osasuna,3,1,H,0,1,A,17,5,6,2,7,4,12,15,3,2,0,0,11,5,4,1,3,0,3,4,7,0,0,0,0
SP1,2024-09-17,Mallorca,Sociedad,1,0,H,1,0,H,10,13,4,4,5,5,5,10,1,1,0,0,10,2,1,0,0,0,0,5,4,0,0,0,0
SP1,2024-09-18,Betis,Getafe,2,1,H,0,0,D,18,15,8,5,8,4,10,20,3,5,0,0,12,8,3,1,2,1,3,5,3,0,0,0,0
SP1,2024-09-19,Leganes,Ath Bilbao,0,2,A,0,0,D,14,10,3,4,4,7,12,11,3,0,0,0,11,3,2,0,0,2,2,5,7,0,0,0,0
SP1,2024-09-20,Alaves,Sevilla,2,1,H,1,0,H,10,8,4,2,3,5,11,16,1,4,0,0,8,5,3,1,1,1,2,7,5,0,0,0,0
SP1,2024-09-21,Valladolid,Sociedad,0,0,D,0,0,D,15,14,2,4,5,7,15,12,4,4,0,0,12,8,0,0,0,0,0,4,4,0,0,0,0
SP1,2024-09-21,Osasuna,Las Palmas,2,1,H,1,1,D,13,11,2,4,2,4,14,11,2,5,0,0,6,7,3,1,1,0,1,7,2,0,0,0,0
SP1,2024-09-21,Valencia,Girona,2,0,H,0,0,D,7,8,2,3,5,4,13,10,3,2,0,0,9,5,2,0,2,0,2,1,7,0,0,0,0
SP1,2024-09-21,Real Madrid,Espanol,4,1,H,0,0,D,31,10,14,2,9,4,7,5,4,3,0,0,13,7,5,1,4,1,5,11,7,0,0,0,0
SP1,2024-09-22,Getafe,Leganes,1,1,D,0,0,D,12,6,3,3,6,2,16,17,3,2,0,0,8,5,2,1,1,1,2,3,4,0,0,0,0
SP1,2024-09-22,Ath Bilbao,Celta,3,1,H,2,1,H,10,11,7,4,3,6,16,11,3,2,0,0,9,5,4,1,1,0,1,9,9,0,0,0,0
SP1,2024-09-22,Villarreal,Barcelona,1,5,A,1,2,A,13,17,4,10,7,3,12,12,6,1,0,0,10,7,6,1,0,3,3,11,15,0,0,0,0
SP1,2024-09-22,Vallecano,Ath Madrid,1,1,D,1,0,H,15,10,3,5,3,4,9,12,0,0,0,0,7,0,2,1,0,1,1,7,11,0,0,0,0
SP1,2024-09-23,Betis,Mallorca,1,2,A,1,1,D,14,6,6,6,6,3,12,12,3,2,0,0,9,5,3,1,0,1,1,8,7,0,0,0,0
SP1,2024-09-24,Sevilla,Valladolid,2,1,H,1,0,H,22,8,5,2,6,4,14,12,5,4,1,0,10,9,3,1,1,1,2,4,2,0,0,0,0
SP1,2024-09-24,Valencia,Osasuna,0,0,D,0,0,D,10,9,2,2,10,5,6,11,2,3,0,0,15,5,0,0,0,0,0,4,9,0,0,0,0
SP1,2024-09-24,Real Madrid,Alaves,3,2,H,2,0,H,10,12,4,3,4,4,7,10,4,0,0,0,8,4,5,1,1,2,3,13,10,0,0,0,0
SP1,2024-09-25,Girona,Vallecano,0,0,D,0,0,D,11,2,0,0,4,3,8,16,3,4,0,0,7,7,0,0,0,0,0,6,5,0,0,0,0
SP1,2024-09-25,Barcelona,Getafe,1,0,H,1,0,H,16,7,4,1,7,5,4,14,1,1,0,0,12,2,1,0,0,0,0,15,3,0,0,0,0
SP1,2024-09-26,Espanol,Villarreal,1,2,A,1,1,D,11,15,2,4,4,1,12,14,5,3,0,0,5,8,3,1,0,1,1,7,10,0,0,0,0
SP1,2024-09-26,Las Palmas,Betis,1,1,D,1,1,D,8,14,2,5,1,4,21,10,4,2,0,0,5,6,2,1,0,0,0,1,7,0,0,0,0
SP1,2024-09-26,Celta,Ath Madrid,0,1,A,0,0,D,9,7,4,2,2,3,10,7,2,2,0,0,5,4,1,0,0,1,1,6,11,0,0,0,0
SP1,2024-09-27,Valladolid,Mallorca,1,2,A,0,0,D,11,14,1,6,7,4,15,9,3,2,0,0,11,5,3,1,1,2,3,2,10,0,0,0,0
SP1,2024-09-28,Getafe,Alaves,2,0,H,1,0,H,14,9,8,1,2,2,17,24,3,6,0,0,4,9,2,0,1,0,1,2,9,0,0,0,0
SP1,2024-09-28,Vallecano,Leganes,1,1,D,1,0,H,15,13,6,3,5,5,12,7,2,1,0,0,10,3,2,1,0,1,1,5,2,0,0,0,0
SP1,2024-09-28,Sociedad,Valencia,3,0,H,1,0,H,11,9,6,4,6,4,7,12,0,0,0,0,10,0,3,0,2,0,2,2,5,0,0,0,0
SP1,2024-09-28,Osasuna,Barcelona,4,2,H,2,0,H,11,12,6,5,5,8,13,3,2,2,0,0,13,4,6,1,2,2,4,7,15,0,0,0,0
SP1,2024-09-29,Celta,Girona,1,1,D,0,1,A,12,9,2,4,4,4,9,14,1,0,0,0,8,1,2,1,1,0,1,3,7,0,0,0,0
SP1,2024-09-29,Ath Bilbao,Sevilla,1,1,D,1,0,H,13,13,3,4,4,7,6,7,0,3,1,0,11,3,2,1,0,1,1,12,7,0,0,0,0
SP1,2024-09-29,Betis,Espanol,1,0,H,0,0,D,20,8,12,1,8,4,14,20,2,4,0,0,12,6,1,0,1,0,1,7,7,0,0,0,0
SP1,2024-09-29,Ath Madrid,Real Madrid,1,1,D,0,0,D,12,12,4,4,5,5,11,11,3,1,1,0,10,4,2,1,1,1,2,11,13,0,0,0,0
SP1,2024-09-30,Villarreal,Las Palmas,3,1,H,1,0,H,17,7,7,3,3,2,14,10,0,3,0,0,5,3,4,1,2,1,3,10,2,0,0,0,0
SP1,2024-10-04,Leganes,Valencia,0,0,D,0,0,D,8,6,0,1,1,2,15,14,2,2,0,0,3,4,0,0,0,0,0,2,5,0,0,0,0
SP1,2024-10-05,Espanol,Mallorca,2,1,H,1,0,H,8,11,3,4,4,6,14,19,1,5,0,0,10,6,3,1,1,1,2,6,12,0,0,0,0
SP1,2024-10-05,Getafe,Osasuna,1,1,D,1,0,H,11,6,3,2,4,2,17,10,2,4,0,0,6,6,2,1,0,1,1,4,10,0,0,0,0
SP1,2024-10-05,Las Palmas,Celta,0,1,A,0,1,A,24,8,5,1,11,2,9,13,3,8,0,2,13,11,1,0,0,0,0,1,4,0,0,0,0
SP1,2024-10-05,Valladolid,Vallecano,1,2,A,0,0,D,13,17,5,3,5,13,13,18,4,2,0,0,18,6,3,1,1,2,3,1,6,0,0,0,0
SP1,2024-10-05,Real Madrid,Villarreal,2,0,H,1,0,H,11,10,2,1,2,5,7,11,0,1,0,0,7,1,2,0,1,0,1,13,10,0,0,0,0
SP1,2024-10-06,Girona,Ath Bilbao,2,1,H,1,1,D,14,13,6,4,6,1,12,13,4,3,0,1,7,7,3,1,1,0,1,5,10,0,0,0,0
SP1,2024-10-06,Alaves,Barcelona,0,3,A,0,3,A,11,14,2,8,11,3,13,8,2,2,0,0,14,4,3,0,0,0,0,6,12,0,0,0,0
SP1,2024-10-06,Sevilla,Betis,1,0,H,0,0,D,14,11,5,3,4,1,15,15,6,3,1,0,5,9,1,0,1,0,1,7,10,0,0,0,0
SP1,2024-10-06,Sociedad,Ath Madrid,1,1,D,0,1,A,16,4,8,1,5,1,10,9,0,2,0,0,6,2,2,1,1,0,1,5,11,0,0,0,0
SP1,2024-10-18,Alaves,Valladolid,2,3,A,1,1,D,10,12,4,4,5,6,15,14,6,2,1,0,11,8,5,1,1,2,3,3,1,0,0,0,0
SP1,2024-10-19,Ath Bilbao,Espanol,4,1,H,3,0,H,10,5,6,2,5,5,15,22,2,3,0,0,10,5,5,1,1,1,2,10,6,0,0,0,0
SP1,2024-10-19,Osasuna,Betis,1,2,A,0,1,A,19,11,6,7,10,2,12,8,2,1,0,1,12,3,3,1,1,1,2,8,7,0,0,0,0
SP1,2024-10-19,Girona,Sociedad,0,1,A,0,1,A,8,14,3,4,6,6,10,12,2,1,0,0,12,3,1,0,0,0,0,5,5,0,0,0,0
SP1,2024-10-19,Celta,Real Madrid,1,2,A,0,1,A,13,10,5,3,6,2,16,13,2,1,0,0,8,3,3,1,1,1,2,7,13,0,0,0,0
SP1,2024-10-20,Mallorca,Vallecano,1,0,H,0,0,D,19,10,5,2,9,2,9,13,1,1,0,0,11,2,1,0,1,0,1,9,9,0,0,0,0
SP1,2024-10-20,Ath Madrid,Leganes,3,1,H,0,1,A,24,5,9,2,8,2,14,8,5,1,0,0,10,6,4,1,3,0,3,9,3,0,0,0,0
SP1,2024-10-20,Villarreal,Getafe,1,1,D,1,0,H,10,21,4,4,5,5,18,21,4,3,0,0,10,7,2,1,0,1,1,9,5,0,0,0,0
SP1,2024-10-20,Barcelona,Sevilla,5,1,H,3,0,H,21,7,9,1,5,5,6,14,1,2,0,0,10,3,6,1,2,1,3,12,10,0,0,0,0
SP1,2024-10-21,Valencia,Las Palmas,2,3,A,1,1,D,14,11,7,6,11,2,12,12,4,9,1,0,13,13,5,1,1,2,3,5,1,0,0,0,0
SP1,2024-10-25,Espanol,Sevilla,0,2,A,0,2,A,16,6,1,3,13,2,14,9,2,0,0,0,15,2,2,0,0,0,0,3,7,0,0,0,0
SP1,2024-10-26,Valladolid,Villarreal,1,2,A,0,1,A,7,21,3,9,4,6,16,13,4,3,0,0,10,7,3,1,1,1,2,4,7,0,0,0,0
SP1,2024-10-26,Vallecano,Alaves,1,0,H,0,0,D,16,15,4,7,6,2,8,14,2,4,1,0,8,6,1,0,1,0,1,6,3,0,0,0,0
SP1,2024-10-26,Las Palmas,Girona,1,0,H,1,0,H,12,8,3,3,3,5,12,14,4,5,0,1,8,9,1,0,0,0,0,4,5,0,0,0,0
SP1,2024-10-26,Real Madrid,Barcelona,0,4,A,0,0,D,9,15,4,7,10,3,15,17,2,5,0,0,13,7,4,0,0,4,4,13,12,0,0,0,0
SP1,2024-10-27,Leganes,Celta,3,0,H,0,0,D,7,18,4,5,4,2,15,17,2,2,0,0,6,4,3,0,3,0,3,3,4,0,0,0,0
SP1,2024-10-27,Getafe,Valencia,1,1,D,0,1,A,15,2,4,1,8,2,20,20,3,7,0,0,10,10,2,1,1,0,1,6,5,0,0,0,0
SP1,2024-10-27,Betis,Ath Madrid,1,0,H,1,0,H,24,10,3,3,3,10,8,4,3,2,0,0,13,5,1,0,0,0,0,7,9,0,0,0,0
SP1,2024-10-27,Sociedad,Osasuna,0,2,A,0,2,A,19,10,9,4,14,4,7,14,3,4,0,0,18,7,2,0,0,0,0,8,8,0,0,0,0
SP1,2024-10-28,Mallorca,Ath Bilbao,0,0,D,0,0,D,4,20,1,1,1,14,9,12,5,1,1,0,15,6,0,0,0,0,0,12,10,0,0,0,0
SP1,2024-11-01,Alaves,Mallorca,1,0,H,0,0,D,13,7,3,2,7,2,19,12,3,2,0,0,9,5,1,0,1,0,1,0,10,0,0,0,0
SP1,2024-11-02,Osasuna,Valladolid,1,0,H,1,0,H,20,7,4,4,7,2,21,12,1,5,0,0,9,6,1,0,0,0,0,8,3,0,0,0,0
SP1,2024-11-02,Girona,Leganes,4,3,H,2,2,D,15,8,6,5,6,1,17,15,2,4,0,0,7,6,7,1,2,1,3,5,6,0,0,0,0
SP1,2024-11-03,Ath Madrid,Las Palmas,2,0,H,1,0,H,15,1,3,1,9,1,13,13,1,1,0,0,10,2,2,0,1,0,1,8,7,0,0,0,0
SP1,2024-11-03,Barcelona,Espanol,3,1,H,3,0,H,14,10,9,3,9,5,13,14,0,3,0,0,14,3,4,1,0,1,1,12,3,0,0,0,0
SP1,2024-11-03,Sevilla,Sociedad,0,2,A,0,1,A,8,9,0,3,5,9,6,17,2,1,0,0,14,3,2,0,0,1,1,10,8,0,0,0,0
SP1,2024-11-03,Ath Bilbao,Betis,1,1,D,0,0,D,17,7,8,4,6,2,9,8,0,0,0,0,8,0,2,1,1,1,2,8,10,0,0,0,0
SP1,2024-11-04,Celta,Getafe,1,0,H,1,0,H,10,10,3,2,0,2,12,11,1,4,0,1,2,5,1,0,0,0,0,4,6,0,0,0,0
SP1,2024-11-08,Vallecano,Las Palmas,1,3,A,0,1,A,35,11,7,3,12,4,9,13,1,3,0,0,16,4,4,1,1,2,3,8,6,0,0,0,0
SP1,2024-11-09,Real Madrid,Osasuna,4,0,H,2,0,H,18,2,8,0,11,3,9,16,0,2,0,0,14,2,4,0,2,0,2,10,10,0,0,0,0
SP1,2024-11-09,Villarreal,Alaves,3,0,H,1,0,H,13,9,3,3,7,2,17,21,1,3,0,0,9,4,3,0,2,0,2,10,3,0,0,0,0
SP1,2024-11-09,Leganes,Sevilla,1,0,H,0,0,D,8,13,4,2,0,6,7,10,2,1,0,1,6,3,1,0,1,0,1,5,7,0,0,0,0
SP1,2024-11-10,Betis,Celta,2,2,D,1,1,D,19,3,6,2,2,0,12,8,3,0,0,0,2,3,4,1,1,1,2,10,7,0,0,0,0
SP1,2024-11-10,Mallorca,Ath Madrid,0,1,A,0,0,D,12,9,6,2,7,2,10,16,1,3,0,0,9,4,1,0,0,1,1,7,8,0,0,0,0
SP1,2024-11-10,Getafe,Girona,0,1,A,0,1,A,8,3,0,2,5,2,25,16,3,3,0,0,7,6,1,0,0,0,0,6,7,0,0,0,0
SP1,2024-11-10,Valladolid,Ath Bilbao,1,1,D,0,0,D,6,17,3,1,5,5,12,12,4,4,0,0,10,8,2,1,1,1,2,3,6,0,0,0,0
SP1,2024-11-10,Sociedad,Barcelona,1,0,H,1,0,H,14,11,6,0,7,6,17,6,3,1,0,0,13,4,1,0,0,0,0,10,12,0,0,0,0
SP1,2024-11-22,Getafe,Valladolid,2,0,H,0,0,D,12,6,5,3,3,2,15,15,3,2,0,0,5,5,2,0,2,0,2,3,4,0,0,0,0
SP1,2024-11-23,Valencia,Betis,4,2,H,1,1,D,11,7,5,3,2,4,10,16,4,2,0,0,6,6,6,1,3,1,4,3,8,0,0,0,0
SP1,2024-11-23,Ath Madrid,Alaves,2,1,H,0,1,A,11,4,8,1,5,0,18,19,3,3,0,0,5,6,3,1,2,0,2,10,3,0,0,0,0
SP1,2024-11-23,Girona,Espanol,4,1,H,4,0,H,12,9,5,1,6,3,4,19,0,3,0,0,9,3,5,1,0,1,1,9,3,0,0,0,0
SP1,2024-11-23,Las Palmas,Mallorca,2,3,A,0,0,D,14,10,3,3,4,3,10,18,4,2,0,1,7,6,5,1,2,3,5,9,4,0,0,0,0
SP1,2024-11-23,Celta,Barcelona,2,2,D,0,1,A,15,9,8,4,5,1,13,9,5,5,0,1,6,10,4,1,2,1,3,7,12,0,0,0,0
SP1,2024-11-24,Osasuna,Villarreal,2,2,D,2,0,H,4,17,3,7,0,8,12,13,6,5,0,0,8,11,4,1,0,2,2,7,10,0,0,0,0
SP1,2024-11-24,Sevilla,Vallecano,1,0,H,1,0,H,11,9,3,1,8,3,14,14,2,5,0,1,11,7,1,0,0,0,0,6,7,0,0,0,0
SP1,2024-11-24,Leganes,Real Madrid,0,3,A,0,1,A,4,16,0,9,2,4,17,11,2,0,0,0,6,2,3,0,0,2,2,7,10,0,0,0,0
SP1,2024-11-24,Ath Bilbao,Sociedad,1,0,H,1,0,H,12,6,4,1,4,4,18,9,3,4,0,0,8,7,1,0,0,0,0,6,10,0,0,0,0
SP1,2024-11-29,Mallorca,Valencia,2,1,H,1,1,D,9,7,3,1,3,6,9,14,0,0,0,0,9,0,3,1,1,0,1,7,5,0,0,0,0
SP1,2024-11-30,Barcelona,Las Palmas,1,2,A,0,0,D,27,5,8,3,7,0,7,11,0,0,0,0,7,0,3,1,1,2,3,10,9,0,0,0,0
SP1,2024-11-30,Alaves,Leganes,1,1,D,0,0,D,18,6,7,3,13,8,15,15,1,4,0,0,21,5,2,1,1,1,2,3,6,0,0,0,0
SP1,2024-11-30,Espanol,Celta,3,1,H,1,0,H,9,16,5,2,2,5,13,7,2,2,0,0,7,4,4,1,2,1,3,3,5,0,0,0,0
SP1,2024-11-30,Valladolid,Ath Madrid,0,5,A,0,3,A,9,13,1,9,3,5,6,11,1,2,0,0,8,3,5,0,0,2,2,4,12,0,0,0,0
SP1,2024-12-01,Villarreal,Girona,2,2,D,1,0,H,13,13,4,6,1,5,8,13,2,6,0,0,6,8,4,1,1,2,3,8,9,0,0,0,0
SP1,2024-12-01,Real Madrid,Getafe,2,0,H,2,0,H,13,8,4,3,5,3,7,26,2,6,0,0,8,8,2,0,0,0,0,12,5,0,0,0,0
SP1,2024-12-01,Vallecano,Ath Bilbao,1,2,A,1,0,H,7,12,4,7,1,7,14,8,3,0,0,0,8,3,3,1,0,2,2,6,9,0,0,0,0
SP1,2024-12-01,Sociedad,Betis,2,0,H,2,0,H,2,7,1,2,0,4,28,10,3,2,0,0,4,5,2,0,0,0,0,9,8,0,0,0,0
SP1,2024-12-02,Sevilla,Osasuna,1,1,D,0,0,D,12,7,5,3,5,1,11,15,1,1,0,0,6,2,2,1,1,1,2,6,7,0,0,0,0
SP1,2024-12-03,Mallorca,Barcelona,1,5,A,1,1,D,6,20,1,9,2,5,13,13,4,3,0,0,7,7,6,1,0,4,4,7,7,0,0,0,0
SP1,2024-12-04,Ath Bilbao,Real Madrid,2,1,H,0,0,D,9,10,3,5,5,2,21,9,3,3,0,0,7,6,3,1,2,1,3,9,12,0,0,0,0
SP1,2024-12-06,Celta,Mallorca,2,0,H,1,0,H,12,9,5,4,3,3,9,12,1,0,0,1,6,1,2,0,1,0,1,5,6,0,0,0,0
SP1,2024-12-07,Las Palmas,Valladolid,2,1,H,1,1,D,11,9,5,2,3,3,17,13,4,3,0,0,6,7,3,1,1,0,1,9,1,0,0,0,0
SP1,2024-12-07,Betis,Barcelona,2,2,D,0,1,A,12,9,6,3,6,4,15,14,1,2,0,0,10,3,4,1,2,1,3,5,7,0,0,0,0
SP1,2024-12-07,Valencia,Vallecano,0,1,A,0,1,A,14,6,6,1,9,4,5,12,2,2,0,0,13,4,1,0,0,0,0,5,3,0,0,0,0
SP1,2024-12-07,Girona,Real Madrid,0,3,A,0,1,A,10,10,4,7,6,3,6,7,3,2,0,0,9,5,3,0,0,2,2,10,9,0,0,0,0
SP1,2024-12-08,Leganes,Sociedad,0,3,A,0,1,A,11,15,2,5,5,3,12,15,2,2,0,0,8,4,3,0,0,2,2,7,9,0,0,0,0
SP1,2024-12-08,Ath Bilbao,Villarreal,2,0,H,1,0,H,12,11,4,1,3,3,15,10,2,1,0,0,6,3,2,0,1,0,1,11,9,0,0,0,0
SP1,2024-12-08,Osasuna,Alaves,2,2,D,0,1,A,16,6,8,3,8,3,13,14,4,3,0,0,11,7,4,1,2,1,3,8,4,0,0,0,0
SP1,2024-12-08,Ath Madrid,Sevilla,4,3,H,1,2,A,14,4,9,3,5,3,11,8,4,3,0,0,8,7,7,1,3,1,4,12,7,0,0,0,0
SP1,2024-12-09,Getafe,Espanol,1,0,H,1,0,H,15,9,6,1,3,3,14,15,3,6,0,0,6,9,1,0,0,0,0,4,3,0,0,0,0
SP1,2024-12-13,Valladolid,Valencia,1,0,H,1,0,H,2,14,1,2,1,7,10,10,4,3,1,0,8,7,1,0,0,0,0,1,4,0,0,0,0
SP1,2024-12-14,Espanol,Osasuna,0,0,D,0,0,D,9,6,3,0,5,4,13,13,3,1,0,0,9,4,0,0,0,0,0,3,6,0,0,0,0
SP1,2024-12-14,Mallorca,Girona,2,1,H,1,1,D,8,13,2,1,2,4,10,14,5,2,1,0,6,7,3,1,1,0,1,6,10,0,0,0,0
SP1,2024-12-14,Sevilla,Celta,1,0,H,0,0,D,8,10,3,2,3,4,12,9,7,3,0,0,7,10,1,0,1,0,1,4,8,0,0,0,0
SP1,2024-12-14,Vallecano,Real Madrid,3,3,D,2,2,D,14,13,5,6,4,3,18,8,4,2,0,0,7,6,6,1,1,1,2,6,12,0,0,0,0
SP1,2024-12-15,Ath Madrid,Getafe,1,0,H,0,0,D,11,7,3,1,8,3,13,15,3,1,0,0,11,4,1,0,1,0,1,15,6,0,0,0,0
SP1,2024-12-15,Alaves,Ath Bilbao,1,1,D,0,1,A,6,9,3,2,2,4,14,17,2,2,0,0,6,4,2,1,1,0,1,5,13,0,0,0,0
SP1,2024-12-15,Sociedad,Las Palmas,0,0,D,0,0,D,15,9,4,3,8,6,17,12,2,3,0,0,14,5,0,0,0,0,0,12,9,0,0,0,0
SP1,2024-12-15,Villarreal,Betis,1,2,A,0,1,A,17,10,4,4,5,5,19,10,5,2,0,1,10,7,3,1,1,1,2,8,3,0,0,0,0
SP1,2024-12-15,Barcelona,Leganes,0,1,A,0,1,A,20,6,4,4,8,2,5,13,0,2,0,0,10,2,1,0,0,0,0,5,4,0,0,0,0
SP1,2024-12-18,Espanol,Valencia,1,1,D,1,0,H,10,14,3,4,4,7,13,11,1,0,0,0,11,1,2,1,0,1,1,4,4,0,0,0,0
SP1,2024-12-18,Villarreal,Vallecano,1,1,D,1,1,D,14,18,5,3,7,7,10,15,4,3,1,0,14,7,2,1,0,0,0,5,4,0,0,0,0
SP1,2024-12-20,Girona,Valladolid,3,0,H,2,0,H,23,1,7,1,9,1,13,7,3,1,0,0,10,4,3,0,1,0,1,7,4,0,0,0,0
SP1,2024-12-21,Getafe,Mallorca,0,1,A,0,0,D,18,9,5,2,3,0,19,13,4,3,0,0,3,7,1,0,0,1,1,6,9,0,0,0,0
SP1,2024-12-21,Celta,Sociedad,2,0,H,2,0,H,11,7,7,1,5,7,19,13,3,5,0,0,12,8,2,0,0,0,0,5,10,0,0,0,0
SP1,2024-12-21,Osasuna,Ath Bilbao,1,2,A,1,1,D,6,13,3,8,4,4,10,13,0,1,0,0,8,1,3,1,0,1,1,4,13,0,0,0,0
SP1,2024-12-21,Barcelona,Ath Madrid,1,2,A,1,0,H,19,5,7,4,11,3,11,8,0,3,0,0,14,3,3,1,0,2,2,5,15,0,0,0,0
SP1,2024-12-22,Valencia,Alaves,2,2,D,0,1,A,8,11,3,3,5,4,20,15,2,1,0,0,9,3,4,1,2,1,3,4,3,0,0,0,0
SP1,2024-12-22,Real Madrid,Sevilla,4,2,H,3,1,H,16,10,8,5,6,6,5,14,1,2,0,0,12,3,6,1,1,1,2,10,7,0,0,0,0
SP1,2024-12-22,Las Palmas,Espanol,1,0,H,0,0,D,10,9,4,2,2,2,9,16,4,2,0,0,4,6,1,0,1,0,1,10,5,0,0,0,0
SP1,2024-12-22,Leganes,Villarreal,2,5,A,2,2,D,5,18,3,9,1,5,17,15,1,2,2,0,6,3,7,1,0,3,3,7,3,0,0,0,0
SP1,2024-12-22,Betis,Vallecano,1,1,D,1,0,H,14,10,5,4,5,5,9,14,0,4,0,0,10,4,2,1,0,1,1,5,5,0,0,0,0
SP1,2025-01-03,Valencia,Real Madrid,1,2,A,1,0,H,8,17,5,5,2,5,16,9,2,3,0,1,7,5,3,1,0,2,2,2,10,0,0,0,0
SP1,2025-01-10,Vallecano,Celta,2,1,H,1,1,D,8,23,5,7,3,3,18,9,2,3,0,1,6,5,3,1,1,0,1,6,7,0,0,0,0
SP1,2025-01-11,Alaves,Girona,0,1,A,0,0,D,11,3,2,1,6,3,16,11,1,4,0,0,9,5,1,0,0,1,1,4,7,0,0,0,0
SP1,2025-01-11,Valladolid,Betis,1,0,H,0,0,D,12,14,1,3,1,8,21,10,2,4,0,0,9,6,1,0,1,0,1,3,5,0,0,0,0
SP1,2025-01-11,Espanol,Leganes,1,1,D,1,1,D,15,14,5,6,8,4,15,19,2,2,0,1,12,4,2,1,0,0,0,5,4,0,0,0,0
SP1,2025-01-11,Sevilla,Valencia,1,1,D,0,0,D,15,5,5,1,10,1,16,8,1,2,0,0,11,3,2,1,1,1,2,7,2,0,0,0,0
SP1,2025-01-12,Las Palmas,Getafe,1,2,A,0,0,D,15,12,7,3,4,5,14,17,2,3,0,0,9,5,3,1,1,2,3,10,6,0,0,0,0
SP1,2025-01-12,Ath Madrid,Osasuna,1,0,H,0,0,D,9,6,5,1,4,0,8,14,2,0,0,0,4,2,1,0,1,0,1,15,4,0,0,0,0
SP1,2025-01-13,Sociedad,Villarreal,1,0,H,0,0,D,6,15,3,5,3,7,17,6,4,2,0,0,10,6,1,0,1,0,1,7,5,0,0,0,0
SP1,2025-01-17,Espanol,Valladolid,2,1,H,1,0,H,12,11,4,4,1,7,13,16,2,2,0,0,8,4,3,1,1,1,2,3,6,0,0,0,0
SP1,2025-01-18,Girona,Sevilla,1,2,A,1,0,H,7,14,4,6,7,4,6,15,0,4,0,0,11,4,3,1,0,2,2,7,5,15,0,10,-10
SP1,2025-01-18,Leganes,Ath Madrid,1,0,H,0,0,D,9,19,3,4,2,9,16,6,1,3,0,0,11,4,1,0,1,0,1,5,15,0,0,0,0
SP1,2025-01-18,Betis,Alaves,1,3,A,1,1,D,7,9,2,5,2,3,12,24,4,5,1,0,5,9,4,1,0,2,2,5,4,0,0,0,0
SP1,2025-01-18,Getafe,Barcelona,1,1,D,1,1,D,10,21,4,5,2,10,9,9,3,2,0,0,12,5,2,1,0,0,0,6,4,2,11,-6,6
SP1,2025-01-19,Celta,Ath Bilbao,1,2,A,0,0,D,3,14,1,6,3,4,14,6,0,0,0,0,7,0,3,1,1,2,3,6,13,6,9,-2,2
SP1,2025-01-19,Real Madrid,Las Palmas,4,1,H,3,1,H,26,6,13,2,8,2,11,13,0,1,0,1,10,1,5,1,1,0,1,10,10,0,0,0,0
SP1,2025-01-19,Osasuna,Vallecano,1,1,D,0,1,A,12,8,3,3,6,3,9,13,3,2,0,0,9,5,2,1,1,0,1,3,9,6,9,-2,2
SP1,2025-01-19,Valencia,Sociedad,1,0,H,1,0,H,7,9,2,3,4,7,10,12,3,4,0,0,11,7,1,0,0,0,0,3,10,4,10,-4,4
SP1,2025-01-20,Villarreal,Mallorca,4,0,H,4,0,H,14,9,7,2,6,5,9,12,1,3,0,0,11,4,4,0,0,0,0,4,9,7,7,-2,2
SP1,2025-01-24,Las Palmas,Osasuna,1,1,D,0,0,D,16,16,7,4,4,2,14,17,7,8,1,0,6,15,2,1,1,1,2,7,3,0,0,0,0
SP1,2025-01-25,Mallorca,Betis,0,1,A,0,0,D,16,8,3,3,4,4,12,18,2,2,1,0,8,4,1,0,0,1,1,6,5,3,12,-4,4
SP1,2025-01-25,Ath Madrid,Villarreal,1,1,D,0,1,A,20,11,8,1,5,6,10,14,4,2,0,0,11,6,2,1,1,0,1,12,7,8,5,1,-1
SP1,2025-01-25,Sevilla,Espanol,1,1,D,0,1,A,25,6,4,1,5,1,13,14,1,4,0,0,6,5,2,1,1,0,1,7,6,0,0,0,0
SP1,2025-01-25,Valladolid,Real Madrid,0,3,A,0,1,A,6,20,2,4,1,7,11,12,3,3,1,0,8,6,3,0,0,2,2,6,13,0,0,0,0
SP1,2025-01-26,Vallecano,Girona,2,1,H,0,0,D,17,12,7,5,4,1,19,9,3,1,0,0,5,4,3,1,2,1,3,7,6,3,9,-4,4
SP1,2025-01-26,Sociedad,Getafe,0,3,A,0,0,D,13,13,4,4,5,2,11,15,3,6,0,0,7,9,3,0,0,3,3,7,7,8,5,2,-2
SP1,2025-01-26,Ath Bilbao,Leganes,0,0,D,0,0,D,29,5,3,2,16,1,10,8,1,1,0,0,17,2,0,0,0,0,0,13,7,0,0,0,0
SP1,2025-01-26,Barcelona,Valencia,7,1,H,5,0,H,22,7,11,2,14,4,10,12,0,1,0,0,18,1,8,1,2,1,3,5,6,13,1,5,-5
SP1,2025-01-27,Alaves,Celta,1,1,D,1,0,H,3,5,1,2,3,4,15,14,2,3,0,0,7,5,2,1,0,1,1,6,6,0,0,0,0
